Creater_name,title,thumbnail_url,videoid,video_url,like,comment_count
Telusko,10-Day Challenge | MacBook Winner Announcement,https://i.ytimg.com/vi/2CUtoPYnQdI/default.jpg,2CUtoPYnQdI,https://www.youtube.com/watch?v=2CUtoPYnQdI,153,2
Telusko,10-Day Challenge Quiz,https://i.ytimg.com/vi/xlUX_hrlFyQ/default.jpg,xlUX_hrlFyQ,https://www.youtube.com/watch?v=xlUX_hrlFyQ,141,1
Telusko,Sealed Classes in Java,https://i.ytimg.com/vi/ST2UuKnsSMA/default.jpg,ST2UuKnsSMA,https://www.youtube.com/watch?v=ST2UuKnsSMA,2044,29
Telusko,Text Block and String Template in Java 21,https://i.ytimg.com/vi/dcYB-oOQKXE/default.jpg,dcYB-oOQKXE,https://www.youtube.com/watch?v=dcYB-oOQKXE,309,27
Telusko,Java New Features : Java 10 to Java 21,https://i.ytimg.com/vi/R5gbDv_3ylo/default.jpg,R5gbDv_3ylo,https://www.youtube.com/watch?v=R5gbDv_3ylo,283,15
Telusko,Big Update in Java for Learners and Trainers,https://i.ytimg.com/vi/DPDeWzMHrzs/default.jpg,DPDeWzMHrzs,https://www.youtube.com/watch?v=DPDeWzMHrzs,2323,20
Telusko,Java Spring Live Course QnA,https://i.ytimg.com/vi/4bncJuwqBgQ/default.jpg,4bncJuwqBgQ,https://www.youtube.com/watch?v=4bncJuwqBgQ,125,2
Telusko,Java Interview Questions | Macbook Contest,https://i.ytimg.com/vi/2Gik4bFYJbM/default.jpg,2Gik4bFYJbM,https://www.youtube.com/watch?v=2Gik4bFYJbM,604,8
Telusko,"Java and Spring Live Course Update: Microservices, Git, Docker and Cloud",https://i.ytimg.com/vi/Z3UsF2Hurew/default.jpg,Z3UsF2Hurew,https://www.youtube.com/watch?v=Z3UsF2Hurew,515,28
Telusko,Project Using Spring Boot MVC,https://i.ytimg.com/vi/qHerCgPQ2e8/default.jpg,qHerCgPQ2e8,https://www.youtube.com/watch?v=qHerCgPQ2e8,562,29
Telusko,Big Update for Java Learners and Trainers | JDK 21,https://i.ytimg.com/vi/PV5ds3uSXac/default.jpg,PV5ds3uSXac,https://www.youtube.com/watch?v=PV5ds3uSXac,2048,118
Telusko,What is Cloud Computing ?,https://i.ytimg.com/vi/LPwcPPfDU1Q/default.jpg,LPwcPPfDU1Q,https://www.youtube.com/watch?v=LPwcPPfDU1Q,1408,8
Telusko,Annotation in Java  | Macbook Contest | Day 6,https://i.ytimg.com/vi/4zL85xjQgZ8/default.jpg,4zL85xjQgZ8,https://www.youtube.com/watch?v=4zL85xjQgZ8,260,17
Telusko,Mistake while learning a programming language #java #python,https://i.ytimg.com/vi/skuu61foqYM/default.jpg,skuu61foqYM,https://www.youtube.com/watch?v=skuu61foqYM,3461,30
Telusko,Java Reflection API | Macbook Contest | Day 5,https://i.ytimg.com/vi/3PnexkvmC6E/default.jpg,3PnexkvmC6E,https://www.youtube.com/watch?v=3PnexkvmC6E,274,4
Telusko,"End of C? Rust, Zig",https://i.ytimg.com/vi/UTV_eauFWVU/default.jpg,UTV_eauFWVU,https://www.youtube.com/watch?v=UTV_eauFWVU,264,39
Telusko,Project Using Spring Boot and Spring Web MVC | Macbook Contest | Day 4,https://i.ytimg.com/vi/kqoqJyXSFus/default.jpg,kqoqJyXSFus,https://www.youtube.com/watch?v=kqoqJyXSFus,373,3
Telusko,Project Lombok | Java Dev Save your Time,https://i.ytimg.com/vi/BugQyZrT4Mc/default.jpg,BugQyZrT4Mc,https://www.youtube.com/watch?v=BugQyZrT4Mc,1509,14
