Creater_name,title,thumbnail_url,videoid,video_url,like,comment_count
Krish Naik,This Topic Is Most Important To Learn In Linear Algebra For Machine Learning #day4,https://i.ytimg.com/vi/H5v7NG13oMc/default.jpg,H5v7NG13oMc,https://www.youtube.com/watch?v=H5v7NG13oMc,214,17
Krish Naik,Late Night Talks- Live Q&A- Lets See Who Are Awake,https://i.ytimg.com/vi/VSEk-Xye4bk/default.jpg,VSEk-Xye4bk,https://www.youtube.com/watch?v=VSEk-Xye4bk,390,8
Krish Naik,Machine Learning Series-Instance Based vs Model Based Learning#day3,https://i.ytimg.com/vi/XgWqumlu76U/default.jpg,XgWqumlu76U,https://www.youtube.com/watch?v=XgWqumlu76U,371,63
Krish Naik,Machine Learning Series- Demystifying Machine Learning Algorithms #Day2,https://i.ytimg.com/vi/DF97b5rIGgU/default.jpg,DF97b5rIGgU,https://www.youtube.com/watch?v=DF97b5rIGgU,501,63
Krish Naik,Machine Learning Series- Universe of Data Science #Day1,https://i.ytimg.com/vi/kEmnkUw0NTs/default.jpg,kEmnkUw0NTs,https://www.youtube.com/watch?v=kEmnkUw0NTs,1098,87
Krish Naik,Announcing New Fresh Machine Learning And NLP Community Sessions,https://i.ytimg.com/vi/ip4WxEZwEPc/default.jpg,ip4WxEZwEPc,https://www.youtube.com/watch?v=ip4WxEZwEPc,1424,155
Krish Naik,Live After A Long Time- Lets Talk About Updates On Data Science,https://i.ytimg.com/vi/QtdCIZeiTwA/default.jpg,QtdCIZeiTwA,https://www.youtube.com/watch?v=QtdCIZeiTwA,287,13
Krish Naik,Tutorial 12- Step By Step Production Grade Machine Learning Projects Deployment Azure Web App MLOPS,https://i.ytimg.com/vi/g687fRBNNGo/default.jpg,g687fRBNNGo,https://www.youtube.com/watch?v=g687fRBNNGo,127,19
Krish Naik,Tutorial 11- How To Deploy End To End ML Projects In Production AWS Cloud Using CI CD Pipeline,https://i.ytimg.com/vi/Xniji2m85LY/default.jpg,Xniji2m85LY,https://www.youtube.com/watch?v=Xniji2m85LY,359,37
Krish Naik,Tutorial 10- Deployment Of ML Application In Azure Cloud Using Github Actions,https://i.ytimg.com/vi/SkzmbeYCtiU/default.jpg,SkzmbeYCtiU,https://www.youtube.com/watch?v=SkzmbeYCtiU,498,34
Krish Naik,Complete Dockers For Data Science Tutorial In One Shot,https://i.ytimg.com/vi/8vmKtS8W7IQ/default.jpg,8vmKtS8W7IQ,https://www.youtube.com/watch?v=8vmKtS8W7IQ,1376,58
Krish Naik,End To End Data Science Project Implementation In One Shot- Part 1,https://i.ytimg.com/vi/1m3CPP-93RI/default.jpg,1m3CPP-93RI,https://www.youtube.com/watch?v=1m3CPP-93RI,1384,87
Krish Naik,Judging India's Largest Hackathon @physicswallah,https://i.ytimg.com/vi/6I2m7VtGLU4/default.jpg,6I2m7VtGLU4,https://www.youtube.com/watch?v=6I2m7VtGLU4,475,17
Krish Naik,Tutorial 9-End To End ML Project-Deployment In AWS Cloud Using CICD Pipelines,https://i.ytimg.com/vi/gbJn2Ls2QsI/default.jpg,gbJn2Ls2QsI,https://www.youtube.com/watch?v=gbJn2Ls2QsI,524,94
Krish Naik,Tutorial 8-End To End ML Project-Create Prediction Pipeline Using Flask Web APP,https://i.ytimg.com/vi/d6Jw5hGb65Y/default.jpg,d6Jw5hGb65Y,https://www.youtube.com/watch?v=d6Jw5hGb65Y,397,66
Krish Naik,Tutorial 7-End To End ML Project-Model Hyperparameter Tuning,https://i.ytimg.com/vi/oMZA8v4JECY/default.jpg,oMZA8v4JECY,https://www.youtube.com/watch?v=oMZA8v4JECY,282,33
Krish Naik,Tutorial 6-End To End ML Project-Model Training And Model Evaluating Component,https://i.ytimg.com/vi/EAWR1kFtEGo/default.jpg,EAWR1kFtEGo,https://www.youtube.com/watch?v=EAWR1kFtEGo,502,49
Krish Naik,Tutorial 5-End To End ML Project-Data Transformation Implementation Using Pipelines,https://i.ytimg.com/vi/Zs2BZkgoivM/default.jpg,Zs2BZkgoivM,https://www.youtube.com/watch?v=Zs2BZkgoivM,439,75
Krish Naik,Tutorial 4-End To End ML Project With Deployment- Data Ingestion Implementation Line By Line,https://i.ytimg.com/vi/_0v1UK7smBc/default.jpg,_0v1UK7smBc,https://www.youtube.com/watch?v=_0v1UK7smBc,465,96
Krish Naik,"Tutorial 3-End To End ML Project With Deployment-Project Problem Statement,EDA And Model Training",https://i.ytimg.com/vi/gqqGdu1P2FM/default.jpg,gqqGdu1P2FM,https://www.youtube.com/watch?v=gqqGdu1P2FM,1077,135
Krish Naik,"Tutorial 2- End To End ML Project With Deployment-Project Structure, Logging And Exception Handling",https://i.ytimg.com/vi/sDWL30CzJT8/default.jpg,sDWL30CzJT8,https://www.youtube.com/watch?v=sDWL30CzJT8,1126,82
Krish Naik,Inviting You To RAJASTHAN IT Online And Offline HACKATHON Powered By  @PhysicsWallah,https://i.ytimg.com/vi/dFtH8vP3WHU/default.jpg,dFtH8vP3WHU,https://www.youtube.com/watch?v=dFtH8vP3WHU,186,51
